2200,MOUNTING FRAME 1G MK
M35T,RETREADERS 3.5mm
M4T,RETREADERS 4mm
MM415WH,MODE 1G TV MODULE
NG10,FLEXIBLE CONDUIT GLAND 10 MM
NG20,FLEXIBLE CONDUIT GLAND 20mm
NG25,FLEXIBLE CONDUIT GLAND 25mm
NG32,FLEXIBLE CONDUIT GLAND 32 MM
NG45,FLEXIBLE CONDUIT GLAND 1 1/2
NTANGO665,LIGHT 1000LM 750LM 250LM RECHA  RGEABLE NEBO
PDS,PIR WALL MOUNTED NO NEUTRAL  CP ELECTRONIC
PVCEFA20,MONO PLUS FLAT BEND
PVCEFT20,MONO PLUS 20 FLAT TEE  MARSHALL TUFFLEX (1)
RAYFIX200,RAYFIX HAMMER IN PLASTER BOARD  FIXING TUB OF 200 c\w4x30screw
RVA3012DU-PSU,VEGAS  30W 12V IP20 TRIAC  DIMMABLE DRIVER
SA7019WB22CW,LAMP 19W B22 1921LM 6400K LED DECORATIVE SOURCE
SCIRLEDBLWHCW,BULKHEAD LED ROUND 1400LM  BL/WH CW
SCIRLEDBLWHWW,BULKHEAD LED ROUND 1400LM  BL/WH WW
SOVLEDBLWHCW,BULKHEAD  18W LED OVAL BL/WH  CW LUMEN 1400LM
SOVLEDBLWHWW,BULKHEAD  18W LED OVAL BL/WH  WW LUMEN 1400LM
TLS1440,TIME LAG SWITCH ETERNA 1440W
VKC270,FAN GRILL 125mm FLAPPED WHITE  (1180w)
VRTM5955,MEASURING TAPE 5.5M DOUBLE  SIDED PRINT VIRES
VW1010DHWD4,WATER HEATER 10LTR 2KW ROINTE
WIREHANGER,WIRE HANGER FOR HTT FITTING  2PCS HONTECH STAINLESS STEEL
1182760,CABLE REEL 2x16A 25M 3x2.5mm  230V BRENNENSTUHL
48900050,MILWAUKEE BIMETAL WIDE BLADE 64mm
8003,TORCH AM-TECH 9 LED MINI TORCH
C09XT,CARBON MONOXIDE ALARM WITH 7YR  LITHIUM BATTERY
GM2018PWFN,CLICK MODE 20A DP MECH  ENGRAVED FAN
GM2018PWFZ,CLICK MODE 20A DP SW MECH  ENGRAVED FREEZER
GM2018PWTD,CLICK MODE 20A DP SW MECH  ENGRAVED TUMBLE DRYER
HG0034154,HEATER 2KW CONVECTOR WITH TURB  O CPC
HVFL7R,TORCH RECHARGEABLE 350LM UNILI  TE
LEN635R,LENOX SABERSAW BLADES  LEN140
MARXMAN24BLK,MARXMAN MARKER OVER 45mm
PFP10M,HEATING TAPE 136W 10M 230V
RDM4P540,LAMP    4.5W GU10 LED COOL  WHITE ROBUS
SDCFL10WWH,FLOODLIGHT 10W LED 230V 800LM 4K WHITE SOURCE IP65
SDCFL20WBL,FLOODLIGHT 20W LED 230V 1600LM 4K BLACK SOURCE IP65
SDCFL30W,FLOODLIGHT 30W LED 230V 2400LM 4K WHITE SOURCE IP65
SDCFL30WBL,FLOODLIGHT 30W LED 230V 2400LM 4K BLACK SOURCE IP65
XT901BX,NETWORK INSTALLATION KIT RJ45
48324512,MILWAUKEE MAGNETIC BIT HOLDER
48404080,MILWAUKEE 150mm STEEL BLADE FOR SKILLSAW M1FMCS
4932349457,MILWAUKEE KEYLESS CHUCK 1.0-10 3/8
4933440910,MILWAUKEE 220V 9  GRINDER  2200W
CPH4T05,HEATER CREDA PANEL WITH TOUCH  CONTROL LCD & AUTO HEAT  500W
M18GDI,MILLWAUKEE 18V DRILL & GRINDER  IMPACT 2 BATTERY 1 CHARGER
PLX300N,HEATER PANEL DIMPLEX 3KW
85195015,UNISTRUT 25mm OD 8mm ID MUDGUARD WASHER per 100 085-195-015
88183025,BOLT M10x25mm PER 200  088-183-025
4002395381449,MILWAUKEE 18V 5AH BATTERY  wrong code   m18b5 right code
415PVCBLUE,PVC FLEX 4x1.5mm WHITE WITH BR  OWN BLACK BLUE EARTH 100m
4931436020,MILWAUKEE CARRING CASE
4932379877,MILWAUKEE SDS ADAPTOR
4932430063,MILWAUKEE M18B4 4AH BATTERY RED LITHIUM-ION
4933446135,MILWAUKEE M12 COMPACT BANDSAW  M12BS-402C
4933446272,MILWAUKEE M18 MULTI TOOL  M18BMT-421C C/W 2XBAT+CHARGER
4933448198,MILWAUKEE FUEL DEEP CUT BANDSA  W M18CBS125-502C
4933451113,MILWAUKEE 18V PLANER BODY ONLY
4933459822,MILWAUKEE M12 IMPACT DRIVER  BODY ONLY
4933464591,MILWAUKEE 18V SAW 66mm CUTTING  DEPTH WITH 2 BATTERIES CHARG
4933464918,MILWAUKEE 6 PACK 18V KIT
4933464963,MILWAUKEE BACK SPRAYER 18V
4933464971,MILWAUKEE 1/2  TORQUE WRENCH  12V 1 BATTERY & CHARGER
4933478258,MILWAUKEE 5PACK 18V 1/2  DRILL  IMPACT GRINDER SKILLSAW
4933479904,MILWAUKEE 14 PIECE KIT  M18FPP5L2-503B
767P,HEATER OUTDOOR 1.8kw IP65 C\W  MOUNTING BRACKET
C12HZ-202C,MILWAUKEE M12V HACKZALL  4933441198
CSD162,HEATER JOULETHERM TOUCHSCREEN  CONTROLLER WIFI ENABLE
HT14POULTRY2700,T14 LED TUBE DIMMABLE 20W 360  2700K0.5MHT19 MALE POULTRY 1.2
HTT12POULTRY180,LED POULTRY FITTING 30W 180°  DIMMABLE 4000K  0.5FLEX
JT12R,HEATER JOULETHERM 1200W CERAMI  C WITH TIMER 820x580x80mm
JT15R,HEATER JOULETHERM 1500W CERAMI  C WITH TIMER 980x580x80mm
JT6R,HEATER JOULETHERM 600W CERAMIC  WITH TIMER 500x580x80mm
JT9R,HEATER JOULETHERM 900W CERAMIC  WITH TIMER 580x580x80mm
M12MSPECTOR,MILWAUKEE INSPECTION CAMERA  360 DEGREE 12V
M18DYNA CASE,MILWAUKEE DYNA TOOLCASE
M18JAH,MILWAUKEE BATTERY 18v 5ah
M18KITBAG,MILWAUKEE LARGE BAG
M18ONEPP2M502B,MILWAUKEE 18V DRILL GRINDER &  MULTICUT 2 5AH BATTERY BAG
M18ONEPP2N502B,MILWAUKEE 18V DRILL & SDS DRIL  L 2 5AH BATTERY BAG & RADIO
PFP2M,HEATING TAPE  25W 2MTR 230V
PFP4M,HEATING TAPE  48W 4M 230V
PFP6M,HEATING TAPE  72W 6M 230V
PH15TIM,HEATER AIRMASTER 1.5KW PANEL  DIGITAL TIMER AND STAT
PH1TIM,HEATER AIRMASTER 1.0KW PANEL  DIGITAL TIMER AND STAT
PH2TIM,HEATER AIRMASTER 2.0KW PANEL  DIGITAL TIMER AND STAT
SE,STERILZER HEATER ELEMENT 1.2kW 1 1/2  BSP (77197)
ST4819HEX,SELF TAPPING SCREW 4.8x19mm  HEX HEAD 200-100-012  PER BOX
EM2WMEXHSIGND,EMERGENCY HANGING LED EXIT  LIGHT ARROW = DOWN
23557,MCB 1P  16A B CURVE MERLIN  GERIN C60AB
23560,MCB 1P  25A B CURVE MERLIN  GERIN C60AB
4932430865,MILWAUKEE SHOCKWAVE IMPACT 2x50mm 1 PIECE
HDHB150W06,HIGH BAY UFO 150W LED 16000LM  5000K BLACK BODY 230V LUXUS
HT194527,HT19 CABLE 21m   LONG  5 TEES  4.5 MTR SPACING 2X1.5TRS IP67
PFP3M,HEATING TAPE  36W 3M 230V
4870,LAMP GU10 4.5W LED 230V 340LM
Z2281W,HANDDRYER WHITE CHEETAH 1475W  HIGH SPEED (S/S PAINTED)
ELA28101OPL,LIGHT SLIMLINE 14W LED 1200LM  ELECTRALITE
2090116,FELO ALLSTAR BIT BOX SET
2091206,FELO E-PRO ALLROUND-SD ELECT'L  KIT
37434,18x4mm 245a m6 1mtr FLAT  COPPER BUSBAR
37438,25x4mm 280a m6 1mtr FLAT  COPPER BUSBAR
4200,EARTH BAR FOR PRISMA P 450mm
100125,PANEL TRUNKING 100X125MM
101558,ENCLOSURE 1 ROW 13 MOD C/W EAR  TH NEUTRAL & BACKBOARD F&G
104903,BLANK FOR 1 PHASE BUSBAR EATON
11401,FAN PUNTO 150mm STANDARD
11480404007,SNICKERS WINTER COAT BLACK  XL
1173223,NIGHTLIGHT LED 13A 230V WITH  TWILIGHT SENSOR BRENNENSTUHL
1178603400,TORCH LED CREE 10W 500LM RECHA  RGEABLE IP44 BRENNENSTUHL
12009504006,SNICKERS SOFTSHELL JACKET  LARGE
12080,PANEL TRUNKING 120X80MM C/W  LID
120WPH,HEATER PANEL MOUNTED 120w 220v
1308262,JERRY CAN SPOUT
147365,LED GX53 6W WARM WHITE PAMLIGH  41308.01
14891,BUSBAR 1P MERLIN GERIN 2 PACK
14893,BUSBAR 3 POLE MERLIN GERIN  2 PER PACK
14CCR5118CTH,REMOTE CONTROL
15LSFLSFBROWN,LSF SINGLE BROWN 1.5mm 100m CO  IL
15PVCPVCBLUE,PVC PVC SINGLE 1.5MM 6181B  BLUE 100m
15PVCPVCBROWN,PVC PVC SINGLE 1.5mm 6181B  BROWN 100m
1607,DOWNLIGHT PL 1 x 18W IBL  LAMP IS EXTRA
16TE1,6242Y 16mm TWIN & 10mm EARTH  100mtr COIL BLUE BROWN & BARE
16TELSF,?
17,FLUERESCENT TUBE STARTER HOLDE
170665,RCBO 2P 10AMP 100MA B TYPE
173710,BATTERY 1.5V RECHARGEABLE AA  PACK OFF 4
207266,CHANGEOVER SWITCH 3P 100A  IN ENCLOSURE IP65
22130,LAMP   30W 221mm CLEAR
222505,WAGO STAIN RELIEF PLATE PACK 1  0
2273028,WAGO 8 WAY PUSH WIRE CONNECTOR  0.5-2.5mm (2273-208) SOLID
2273202,WAGO 2 WAY PUSH WIRE CONNECTOR  0.5-2.5mm SOLID
2273203,WAGO 3 WAY PUSH WIRE CONNECTOR  0.5-2.5mm SOLID
2273204,WAGO 4 WAY PUSH WIRE CONNECTOR  0.5-2.5mm SOLID
2273205,WAGO 2 WAY PUSH WIRE CONNECTOR  0.5-2.5mm
247641,EXPANDING FOAM HAND HELD 750ML
25SILICONE,CABLE   2.5mm 180 DEG WHITE
265188,MODULAR 2P 20A 2 N/C 230V  EATON CONTACTOR
2730860,WEBBER OVERLOAD 10A
28460,LAMP   60W 284mm CLEAR RADIUM  12612244
2KW,DIMMER 15AMP 2.2KW INDUSTRIAL  3l
310NYM,3 x 10mm NYM-J CABLE
31100,TIME CLOCK 16A 24HOUR IMERSION  FLASH
3164WHI,PULLCORD SWITCH 50A FOR SHOWER  MK
320N0PZ1,WIHA SCREWDRIVER PZ1 1000V
320N0PZ2,WIHA SCREWDRIVER PZ2 1000V
325NYMLSF,3 X 2.5 NYMJ LSF
3321107,PANEL FAN C\W 116mm SQUARE 230  v RITTAL
36NYYJ,NYYJ CABLE 3x 6mm
370228,TRIAX DIGILINK EYE
3731BLUE,GROUND LIGHT 6w LED BLUE
385AA03,CLIPS SWA CLEATS 15mm - 20mm
3HP,MOTOR 3hp 1ph 230v 2.2kw
41597,CROMPTON LED TUBE 4FT T5 16W  COLOUR 840 4000K
41817,OSRAM LED TUBE 5FT T5 26W  COLOUR 840 4000K
420002,.  FUSE 2A 10X38MM
425HRPVC,PVC FLEXIBLE  4x2.5mm HEAT RE'  TING CIRCULAR 100mtr spool
4264496,EMPTY CABLE REEL STEEL 320MM  hdm.320 CABLE CADDY
4300800,DUST MASK FFP3 MOULDED/VALVED  RED PACK OF 2   (PDM03RT)
431000,NEUTRAL LINK 10X38  431000
4333900,CROUZET ON DELAY SINGLE TIME  DELAY SWITCH 0.1 1S 24VDC
434,2 X TONERS
4412,LAMP PYGMY SES LED 1.7W 160LM  E14 3000K WARM WHITE CROMPTON
46W110VES,LAMP 46w = 60w HALOGEN 110V CL  EAR ES 46W110VSHGESC10
474500,LAMP    4W E27 LED 390LM WARM  WHITE DIMMABLE CALEX
48220304,MILWAUKEE RASPING JAB SAW
4932254071,MILWAUKEE JIGSAW BL T111C 5PC
4932352861,MILWAUKEE IMPACT WRENCH SET 1/2 -1/4
4932352946,MILWAUKEE SDS PLUS BIT 10X1000
4932363887,MILWAUKEE GLASS+TILE 8mm DRILL BIT 8x95mm
4932451740,MILWAUKEE CRIMPER DIES  150 DIES
4932451751,MILWAUKEE CRIMPING DIES  150MM PART NO. 4932451751
4932478288,MILWAUKEE IMPACT SOCKET SET  3/8 DRIVE
4933427189,MILWAUKEE M18 RIGHT ANGLE DRIL  NAKED M18CRAD-0
4933431180,MILWAUKEE ROS150E2 ORBITAL  SANDER 230V
4933447730,MILWAUKEE M18 RIGHT ANGLE DRIL  NAKED M18CRAD-0
4933464228,MILWAUKEE M18 ORBITAL SANDER  NAKED M18BOS125-0
4933464523,MILWAUKEE M18 DRILL IMPACT DRI  VER C\W 2x5AH BATTERY+CHARGER
4LSFBLACK5,PVC SINGLE   4mm BLACK 6491B
4LSFGREY5,PVC SINGLE   4mm GREY 6491B
50120330,FELO PZ2 POZI MAGNETIC  SCREWDRIVER
50820330,FELO TORX 20 MAGNETIC  SCREWDRIVER
50825330,FELO TORX 25 MAGNETIC  SCREWDRIVER
5100007,WEICON NO 7 WIRE STRIPPER
51395198,FELO 5 PC SET 3x100/3.5x100  4x100/5.5x125 PZ2x100
534900,FUSE GLASS 500ma
534924,FUSE GLASS   1 amp
53910004,FISH TAPE  4mtr
5SC,CABLE   0.5mm SOLID WHITE FOR  WIRING GEAR TRAYS
651000,TRANSFORMER 220-110V 200 WATT
660417,BULKHEAD 75w LEGRAND IP55
675094,SILVERLINE CARPENTERS SQUARE  150MM
67634,DRAPER 3 PIECE WRENCH SET
6PWRED,"PANEL WIRE   6mm RED  LSF H07Z1-K LSF Panel Wire  with high fire rating of  B2ca-s1a,d1,a1"
82,DETA CONTINENTAL TO UK ADAPTOR  13a 230v DETA
868499,STANLEY KNIFE
93621,LIGHT 25W LED 2100LMS 3 COLOUR  SELECTABLE 3000K 4000K 5700K
A2DLL112SN,DOWNLIGHT L/V RING TILT
A9F53120,MCB 1P  20A B CURVE SCHNEIDER  ELECTRIC 10KA (A9F83120)
ACBL100,BULKHEAD 100W DRUM FITTING BC  BLACK OPAL ASD
AH10100,TRU BOLT 10x100mm
AMS4600,4 WAY CABINET KEY AMTECH
AT2,CABLE MARKER CARRIER TAG  63mm  BLACK PER 100
ATV312H037M2,DRIVE 0.37KW 1PH IN 3PH OUT  TELEMECANIQUE
ATV312HO75M2,DRIVE 0.75KW 1PH IN 3PH OUT  230V SUPPLY OUT TELEMECANIQUE
ATV312HO75N4,DRIVE 0.75KW 3PH IN 3PH OUT  TELEMECANIQUE
ATV312HU22M2,DRIVE 2.2KW  1PH IN 3PH OUT  230V SUPPLY TELEMECANIQUE
ATV930D22N4,DRIVE 22KW 3PH IN 3PH OUT  SCHNEIDER
ATV930D30N4,DRIVE 30KW 3PH IN 3PH OUT  SCHNEIDER
AUC12P,MODULAR CONTACTOR 20A 2P 2NO  230V AOLELEC
BE700GUK,UPS 700VA 230V WITH 8 x 13a SO  CKET OUTLETS 450W APC
BH20,BULKHEAD 20W LED 4K IP65 ROUND  DURLAMP 2000LM
BH20LL,BULKEAD 20W LED 4K IP65 ROUND  TONDA DURALAMP 2000LM
BHO15LL,BULKHEAD 15W LED 4K IP65 240V  DURALAMP 1500LM
BIV403,AMOCANALI 32A IP20 TERMINAL  BLOCK 3 WAY
BIV405,AMOCANALI 32A IP20 TERMINAL  BLOCK 5 WAY
BM25C,MEASURING TAPE 7.5m
BPLCR,BELL PUSH ILLUMINATED CHROME
CAP14,LAMP   14W 12V ENERGY SAVER  HALOGEN REPLACES 20W 22318333
CB850,COACH SCREW M 8x 50mm 0850csc  10 per bag
CB880,COACH SCREW M 8x 80mm 0880cscp  6 per bag
CEC15859,HEAT SHRINK END CAP 158-61mm 3m
CEDDLB245,DRY LINING BOX 2G 45MM
CEDWMCS45N,CED 2G METALCLAD 45A COOKER SW  ITCH WITH NEON
CH2232,PATCH LEAD  1 MTR CAT5E
CH2234,PATCH LEAD 3 MTR CAT5E
CLBC28,LAMP   28=40W BC ENERGY CANDLE
CLMES40,40W MINATURE ES CANDLE LAMP  CLEAR
CONVERSIONHF,CONVERSION OF LED FITTING  TO EMERGENCY
CR825,GIRDER CLIP 8-12MM GIRDER  25-30MM FOR PIPE/GIRDER EACH
CRNLED30,LAMP   30W LED 3150LM OUTPUT
D041,CABNET DOWNLIGHTER 12V 20W  CHROME
D125,ISOLATOR 4P 125A DIN RAIL MOUN  ED DILOS
D3001,DOOR BELL KIT BATTERY OPERATED  CORDLESS 150MTR RANGE FRIEDLAN
D723B,DOMESTIC BELL PUSH ILLUMINATED  WITH NAME TAG BLACK
D792,DOORBELL UNDERDOME
DB50\P6,INSULATED SUPPORT M6 THREAD  50mm HEIGHT
DC003,DOORBELL CORDLESS WHITE 13a PL  UG IN CHIME
DCOG10,STACK ON DELUXE DEEP CUT ORGAN
DEFIB BOX 3,380X380X210 BOX 1 CAMLOCK  C/W HEATER
DEFIB KEY,DEFIB KEY
DFH2KW,HEATER 2KW DOWNFLOW WALL MOUNT  ED FOR BATHROOM WITH PULL CORD
DPSC115B,??
DSK105,PLUG INTELLIGENT PLUG ADAPTOR
DYNAMITEBLACK8,CAT BOOT DYNAMITE BLACK 8  this product discontinued
DYNAMITEBLACK9,CAT BOOT DYNAMITE BLACK SIZE 9  this product discontinued
DYNAMITEBROWN9,CAT BOOT DYNAMITE BROWN SIZE 9  this product discontinued
E210,TRUNKING GALV 50X50MM JOINER
E215,TRUNKING GALV  50x 50mm HANGER
E226POLYBL,FLOODLIGHT 2x26w
E226POLYPIRBL,FLOOD LIGHT 2x26W WITH PIR & C  OURTSEY LED
E310,TRUNKING GALV 75x75mm Short  Coupling
E406,TRUNKING GALV 100x100mm 45ø  BEND I/O LID
E409,TRUNKING GALV 100x100mm  Flanged Coupling
E413,TRUNKING GALV 100x100mm Lid  Clip & Stud
E5LEDGREEN,LED GROUND LIGHT GREEN 5 LED  230V ECLIPSE
E610,TRUNKING GALV 150x150mm SHORT  Coupling
E6644,TRUNKING GALV 150x150mm  REDUCER
EC100760,CAT5 E MODULE ONLY  EURO CONNECT
ECO16WLED,LED 16W FITTING
EFL6WW,LED 12V 6XGROUNDLIGHT KIT WARM  WHITE
EI141RC,SMOKE DETECTOR MAINS POWERED  IONIZATION C/W BATTERY BACKUP
ELT10,EMERGENCY LIGHT TEST SWITCH  10A 3HRS 240VAC
EMNMIP40BSPOT,EMERGENCY TWIN SPOT IP40 LED  NON-MAINTAINED ESPI (5)
EOVALLED,LIGHT BOLLARD 24 LED .12W  ECLIPSE
ESPBA2R,FIRE ALARM SOUNDER ESP 24V
ET16A,IMMERSION TIME CLOCK 16A  ECLIPSE
EVO0420,LAMP    3.5W G9 230v 2700K  EVO LIGHT
F195,GRINDER DISC 4.5  STEEL CUTTIN  G
F8100,MEM METAL GRID MECHANISM 1\2G
F8101,MEM METAL GRID MECHANISM 3\4G
F8342,MEM 6/8G STEEL S/F BOX & KO
FPBS038BK,SOCKET 1G 5A DEFINE BRUSHED S/  S CLICK
FPBS060,BLANK PLATE 1G DEFINE BRUSHED  S/S CLICK
FPBS061,BLANK PLATE 2G DEFINE BRUSHED  S/S CLICK
FPBS140,DIMMER 1G 2W  400W DEFINE BRUS  HED S/S DEFINE CLICK
FPBS158BK,CLICK DEFINE BRUSHED CHROME FL  AT PLATE 1G TV SOCKET
FPBS201BK,SWITCH 1G 45A D/P DEFINE BRUSH  ED S/S WITH NEON CLICK
FPBS203BK,SWITCH 2G 45A D/P DEFINE BRUSH  ED S/S WITH NEON
FPBS310,1G DATA MODULE PLATE CLICK  DEFINE BRUSHED S/S
FPBS312,2G DATA MODULE PLATE CLICK  DEFINE BRUSHED S/S
FPBS411BK,SWITCH 1G 2W 10A DEFINE BRUSHE  D S/S INGOT CLICK
FPBS412BK,SWITCH 2G 2W 10A DEFINE BRUSHE  D S/S INGOT CLICK
FPBS413BK,SWITCH 3G 2W 10A DEFINE BRUSHE  D S/S INGOT CLICK
FPBS523BK,SWITCH 20A DOUBLE POLE WITH  NEON CLICK DEFINE
FPBS535BK,SOCKET 1G 13A DEFINE BRUSHED S  /S CLICK
FPBS536BK,SOCKET 2G 13A DEFINE BRUSHED S  /S CLICK
FPBS723BK,FPBS723BK 20A DP SW
FTGC0808,ANGLED CHUCK 90 DEGREE 1/4 INCH  TOPTUL
G6092,ELECTRIC FENCE LEAD OUT CABLE  50MTRS
GC6320M5,TELEMECANIQUE 2P 63A MODULER  CONTACTOR
GLCHIERI7973,KONSTSMIDE WALL LIGHT  CHIERI 7973
GLFIRENZE7229,KONSTSMIDE WALL LIGHT  FIRENZE 7229-750
GLLUCIA,FUMAGALLI ROUND EYELID C/W LAM
GLPARMA7225,KONSTSMIDE LIGHT PARMA7225-750  PRICES INCLUDE BASE/POLE
GLPARMA7242,KONSTSMIDE LIGHT PARMA7242-000  SILVER TOP INCLUDES BASE/POLE
GM050BKBS,CLICK 1 MODULE DIMMER MOUNT  KIT BRUSH STEEL
GSMKITVOYAGER,VOYAGER GSM KIT C/W POWER  SUPPLY 200 NUMBERS
GT450HDB,CABLE TIES 457 x 7.8mm BLACK  50 PER BAG
GT610HDC,CABLE TIES 612 x 9mm NATURAL  50 PER BAG L24175
GT710HB,CABLE TIES 710 x 9mm BLACK  per 100
GT710HB100,CABLE TIES 710 x 9mm BLACK  100 PER BAG HFC710HB
GT710HB50,CABLE TIES 710 x 9mm BLACK  50 PER BAG
GT710HC50,CABLE TIES 710 x 9mm CLEAR  50 PER BAG
GW27831,GEWISS WATERPROOF SW 1G 1W 10A  IP55
GW44205,JUNCTION BOX 120x 80x50mm IP56  GEWISS
GW44206,JUNCTION BOX 150x110x70mm IP56  GEWISS
GW44234,GEWISS ENCLOSURE 100x100x50
GW64204,GEWISS ADAPTOR 16-13a 230v
GW68007,GEWISS ENCLOSURE COMBI UNIT 14  MODULE IP55
GZDLAB,DOWNLIGHT 240V GU10 50W STRAIG  ANTIQUE BRASS
GZTLAB,DOWNLIGHT 240V GU10 50W TILT  ANTIQUE BRASS
HA18,CONSUMER UNIT 18W IP65 C/W EAR  TH & NEUTRAL CONNECTION ESR
HBL44,HANGER BRACKET GALV TRUNKING  100X100
HLO0025,LAMP    4W=50W GU10 POWERSPOT  LED COLOUR 4000K COOLWHITE HAL
HLO0026,LAMP    6.5W GU10 LED DIMMABLE  COLOUR 3000K HALO
HLO0032,LAMP    4W R63 LED REFLECTOR  COLOUR 4000K HALO
HLO0064,LAMP LED GOLF B15 CLEAR DIMMAB  LE COLOUR 4000K HALO
HLO0100,LAMP   11W=100W B22 230V LED  A60 COLOUR 4K HALO 3PACK
HLO2215,LAMP 15w T2 ES CFL HALO LIGHT
HLO5404,LAMP 11W ES MINI TUBE CFL HALO  LIGHT 11w=60w 10000hr
HLO5405,LAMP 3W BC CFL SPIRAL HALO LIG  HT 3w=25w 10000hr LIFE
HLO5411,LAMP 11W BC MINI GLS CFL HALO  LIGHT 11w=60w 10000hr
HLO5423,LAMP 7W SBC CANDLE CFL HALO LI  GHT 7w=40w 10000hr
HLO6142,LAMP   42W=60W BC GLS HALOGEN  CLEAR COLOUR 3000K HALO
HLO6143,LAMP   42W=60W ES GLS HALOGEN  CLEAR COLOUR 3000K HALO
HLO6219,LAMP   18W=25W ES CLEAR CANDLE  HALOGEN COLOUR 3000K HALO
HLO6514,LAMP   14W GY4 CAPSULE 12V HAL  O
HLO6617,LAMP   40W E14 FOR COOKER HOOD  FAN HALO
HLO6836,LAMP   35W MR11 12V DICHROIC  ENCLOSED FRONT HALO
HLO6950,LAMP   28W=40W E14 REFLECTOR  230V R50 HALOGEN HALO
HLO7513,LAMP   13W 4 PIN PLC 230V G24Q  COLOUR 4000K HALO
HLO8418,LAMP   18W=100W BC SPIRAL COLO  UR 4000K COOL WHITE HALO
HLO8425,LAMP 25W = 120W BC SPIRAL COLO  UR 4000K COOL WHITE HALO
HLO9089,LAMP 9W GU10 COMPACT CFL GU10  HALO LIGHT 9w=50w 10000hr
HLO9518,LAMP 18W T2 BC CLASSIC GLS CFL  HALO LIGHT 18w=100w 10000hr
HQIDE150WPOLY,FLOOD LIGHT 150W METAL HALIDE  DOUBLE ENDED C\W LAMP ECLIPSE
HTT12PIG1600,LED PIG FITTING 15W 600MM 180ø  5000K 1.5M HT19 IP67
HTT8AC18W12MFD,LED TUBE 18W IP65 1200mm 6000-  6500K C/W 2M CABLE 200DEG DIMM
HYSFL50W,FLOODLIGHT  50W LED 200-240Vac  5000LM 6500K BLACK LUXUS
IMCS7026,HEAVY DUTY 70-26mm HEAT SHRINK  M146
IMCS9036,HEAT SHRINK TUBING 90-36mm M14
IMT80DUAL,DIGITAL KWH HOUR METER DAY+NIG  SINGLE PHASE
INTAPEYELLOW,INSULATION TAPE 19x20MTR  YELLOW
IS2140W,PIR 140ø WHITE STEINEL
IS2300B,PASSIVE INFRA RED SENSOR 300 D  EGREE CORNER MOUNT STEINEL
IS300W,STEINEL SENSOR 300ø 12mtr RANGE C/W CORNER BRACKET WHITE
IS360B,SENSOR 360 SURFACE SENSOR BLAC
J501,JUNCTION BOX 3 WAY 16A ASHLEY
JT20R,HEATER JOULETHERM 2000w CERAMI  C WITH TIMER 1140x580x80mm
KETTLE MALE2FEM,KETTLE MALE TO FEMALE UPS LEAD
KXTGB110,PHONE CORDLESS 1 PACK  (TLB610)
L32W16B,TECH SCREW 5.5X32MM LIGHT  STEEL PER 100
L825LED,STEINEL 12W LED D/LIGHT C/W SENSOR 160
L900LED,STEINEL 7W LED UPLIGHT C/W SENSOR 180
LA1SK02,AUX CONTACT BLOCK MINI 2 N/C
LED1224RED,LED PILOT LIGHT 12V-24V RED  TEMPMATIC LED 10MM
LESO2D16W,THORN 2d16w LEOPARD WHITE BASE
LESO2D28W,THORN 2D 28W VANDALPROOF LIGHT  WHITE BASE SQUARE
LEXLS4B4001,SPIKE LIGHT GARDEN 200LM 3W 40  00K 230v NEXUS
LG0870,SHAVER SOCKET 2G WITH SAFETY TRANSFORMER
LG202400,DIMMER 2G 2W 400W SELECTRIC
LG8428,DOUBLE ADAPTOR 13A 2 WAY UNFUSED SELECTRIC
LG8780,SHAVER ADAPTOR 1A SELECTRIC (20)
LG8998,TRIPLE ADAPTOR 3W 13A FUSED SELECTRIC
LGK828,JUNCTION BOX 30A 3 TERMINAL SELECTRIC
LT9300,SHAVER LIGHT C/W SOCKET DUAL  VOLTAGE (LT-9.300)
LUG958,CABLE LUG 95sq 8mm
LX1D6B7,24V COIL FOR 40-115 CONTACTORS
LX1D6F7,TELEMECANIQUE 110V COIL
M8004,MEM GRID SW' 6A PUSH
MARBZ101,MARTINDALE SOCKET TESTER  MARBZ101
MARCM51,MARTINDALE CLAMP METER  MARCM51
MAREZ150,MARTINDALEEARTH LOOP SOCKET TE  STER
MARPD440,MARTINDALE PROVING UNIT 440V
MARSB13,MARTINDALE SAFEBREAK
MARVI13800,MARTINDALE VOLATAGE INDICATOR
MARVT12,MARTINDALE VOLTAGE & CONTINUIT  TESTER
MARVT2,MARTINDALE VOLTAGE INDICATOR
MARVT28,MARTINDALE 2 POLE VOLTAGE INDI  CATOR LED DISPLAYY
MARVT3,MARTINDALE VOLTAGE INDICATOR
MB38,GALV CONDUIT 38MM BRASS BUSH  (1.5 INCH) MLP5
MD002PW,POLAR 10A 1G 2W SWITCH MECHANI  SM WHITE
MD004W,CLICK 2W RETRACTIVE PUSH MECHA  NISM WHITE
MD008PW,BLANK MODULE CLICK MODE
MD028WH,MODE INTERMEDIATE MODULE
MH70G12WW,LAMP 70W METAL HALIDE G12 2PIN  COLOUR 830 WARM WHITE
MH70G8.5,LAMP MH70G8.5 LAMP
MICROPILLAR,MICROPILLAR 900X150X160
MJ10,JOINT KIT UNDERGROUND UP TO 4x  10mm STRAIGHT KIT
MLH023,E14 Candle Lamp Holder
MM300BK,CLICK USB MODULE WITH FLY LEAD  BLACK
